REF_AREA_NAME;INDICATOR_NAME;UNIT_MEASURE_NAME;TIME_PERIOD;OBS_VALUE
Eswatini;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Ethiopia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Fiji;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.5
Finland;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;8.975
France;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;10.067
Gabon;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Gambia, The;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Georgia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;21.7
Germany;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.908
Ghana;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Greece;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;23.55
Grenada;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Guatemala;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Guinea-Bissau;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Guyana;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Haiti;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Honduras;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;6.727
Hong Kong SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.393
Hungary;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.975
Iceland;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.342
India;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Indonesia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.61
Iran, Islamic Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;12.425
Iraq;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Ireland;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;8.383
Israel;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.825
Italy;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;11.725
Jamaica;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;13.2
Japan;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.108
Jordan;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;15.275
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.93
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Korea, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.675
Kosovo;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;27.525
Kuwait;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Kyrgyz Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;7.211
Lao PDR;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Latvia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;9.642
Lebanon;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Lesotho;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Liberia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Libya;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Lithuania;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;7.861
Luxembourg;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;6.263
Macao SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;1.9
Madagascar;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Malawi;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Malaysia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.45
Maldives;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Mali;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Malta;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.7
Marshall Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Mauritania;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Mauritius;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;7.3
Mexico;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.874
Micronesia, Fed. Sts.;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Moldova;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.225
Mongolia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;10.0
Montenegro;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Morocco;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;9.4
Mozambique;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Myanmar;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Namibia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Nauru;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Nepal;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Netherlands;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;7.005
New Zealand;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.175
Nicaragua;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.481
Niger;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Nigeria;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;13.375
North Macedonia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;23.75
Norway;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.74
Oman;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Pakistan;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.88
Palau;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Panama;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.494
Papua New Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Paraguay;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.998
Peru;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;6.743
Philippines;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.475
Poland;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;6.161
Portugal;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;11.452
Puerto Rico;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;11.8
Qatar;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Romania;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;7.2
Russian Federation;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.525
Rwanda;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Samoa;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
San Marino;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;8.597
Sao Tome and Principe;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;13.416
Saudi Arabia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;5.6
Senegal;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Serbia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;16.382
Seychelles;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;2.684
Sierra Leone;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Singapore;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;2.075
Slovak Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;9.658
Slovenia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;8.025
Solomon Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Somalia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
South Africa;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;26.725
South Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Spain;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;19.635
Sri Lanka;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;4.4
St. Kitts and Nevis;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
St. Lucia;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
St. Vincent and the Grenadines;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;20.6
Suriname;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;10.0
Sweden;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;7.058
Switzerland;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.323
Syrian Arab Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;
Taiwan, China;Unemployment rate, Percent of total labor force;Percentage of labor force;2016;3.92
